Prob_Edge	Seed		Alfa	ISP_Nodes	ISP_Edges	Total_ISP	Truely_ISP_NODES	Truely_ISP_EDGES	Total_truely_ISP_repairs	Expected_OPT_Nodes	Expected_OPT_Edges	Total_OPT_Expected	Expected_OPT_Nodes	Expected_OPT_Edges	Expected_OPT_Total	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	Total_ONE_SHOT_OPT_Expected	ONE_SHOT_Expected_OPT_Nodes	ONE_SHOT_Expected_OPT_Edges	ONE_SHOT_Expected_OPT_Total	BB_Expected_OPT_Nodes	BB_Expected_OPT_Edges	BB_Expected_OPT_Total	BB_Truely_OPT_Nodes	BB_Truely_OPT_Edges	BB_Truely_OPT_Total	OPT_Nodes	OPT_Edges	Total_OPT	MCG_Nodes	MCG_Edges	Total_MCG	MCW_Nodes	MCW_Edges	Total_MCW	MCB_Nodes	MCB_Edges	Total_MCB	SRT_Nodes	SRT_Edges	Total_SRT	Truely_SRT_Nodes	Truely_SRT_EDGES	Total_Truely_SRT	RNK_Nodes	RNK_Edges	Total_RNK	ALL_Nodes	ALL_Edges	Total_ALL	Total_DEM	SRT_SATIS	%_DEM_SAT	RNK_N_COM	RNK_E_COM	Tot_RNK_C	RNK_N_NC	RNK_E_NC	Tot_RNK_NC	RNK_SATIS	%_DEM_RNK	FLOW_FIXD	NUM_COUPL	VAR_DISTR	ERROR_FLG	Flag_MCG		DirImages
0.002		130		1.0		13		5		18		1		0		1		10		5		15		1		0		1		10		5		15		1		0		1		10		5		15		1		0		1		1		0		1		2		0		2		5		5		10		1		0		1		12		11		23		0		0		0		5		5		10		5		5		10		50		50		100		5		5		10		5		5		10		50		100		10		5		1.0		-		-		Simulazione_445
0.002		131		1.0		13		4		17		1		1		2		11		4		15		1		1		2		11		4		15		1		1		2		11		4		15		1		1		2		1		1		2		2		1		3		4		6		10		2		1		3		13		13		26		0		0		0		4		6		10		4		6		10		50		50		100		4		6		10		4		6		10		50		100		10		5		1.0		-		-		Simulazione_445
0.002		132		1.0		14		11		25		4		1		5		13		7		20		3		0		3		12		9		21		3		0		3		12		9		21		2		1		3		2		1		3		3		0		3		4		3		7		3		0		3		16		14		30		1		1		2		4		3		7		4		3		7		50		50		100		4		3		7		4		3		7		50		100		10		5		1.0		-		-		Simulazione_445
0.002		133		1.0		13		1		14		1		0		1		7		1		8		1		0		1		7		1		8		1		0		1		7		1		8		1		0		1		1		0		1		2		0		2		4		5		9		1		0		1		9		9		18		1		1		2		4		5		9		4		5		9		50		50		100		4		5		9		4		5		9		50		100		10		5		1.0		-		-		Simulazione_445
0.002		134		1.0		14		3		17		2		2		4		10		3		13		2		2		4		10		2		12		2		2		4		10		2		12		2		2		4		2		2		4		3		2		5		4		5		9		2		2		4		11		9		20		1		1		2		4		5		9		4		5		9		50		50		100		4		5		9		4		5		9		50		100		10		5		1.0		-		-		Simulazione_445
0.002		135		1.0		13		1		14		1		0		1		6		1		7		1		0		1		6		1		7		1		0		1		6		1		7		1		0		1		1		0		1		3		0		3		4		4		8		1		0		1		6		6		12		0		0		0		4		4		8		4		4		8		50		50		100		4		4		8		4		4		8		50		100		10		5		1.0		-		-		Simulazione_445
0.002		136		1.0		14		2		16		2		2		4		6		3		9		2		2		4		3		3		6		1		2		3		3		3		6		1		2		3		1		2		3		2		2		4		3		7		10		2		2		4		5		6		11		0		0		0		3		7		10		3		7		10		50		50		100		3		7		10		3		7		10		50		100		10		5		1.0		-		-		Simulazione_445
0.002		137		1.0		14		8		22		4		3		7		13		5		18		4		3		7		12		5		17		4		3		7		12		5		17		4		3		7		3		3		6		4		4		8		4		7		11		3		3		6		15		15		30		1		1		2		4		7		11		4		7		11		50		50		100		4		7		11		4		7		11		50		100		10		5		1.0		-		-		Simulazione_445
0.002		138		1.0		16		8		24		1		2		3		10		6		16		2		1		3		10		6		16		1		1		2		10		6		16		1		1		2		1		1		2		1		1		2		6		6		12		1		1		2		12		11		23		0		0		0		6		6		12		6		6		12		50		50		100		6		6		12		6		6		12		50		100		10		5		1.0		-		-		Simulazione_445
0.002		139		1.0		14		8		22		0		4		4		15		9		24		1		3		4		13		7		20		0		4		4		13		7		20		0		4		4		0		3		3		0		3		3		1		8		9		0		3		3		14		11		25		0		0		0		1		8		9		1		8		9		50		50		100		1		8		9		1		8		9		50		100		10		5		1.0		-		-		Simulazione_445
